fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality
-1.215535618884532,-0.4890446986753445,0.6019883320820119,-0.2253629451912898,-0.982912157501268,-0.6203455296271503,0.1834368116967804,0.524823658767051,0.4576206459675466
0.8577783517010702,-0.1611112716195254,0.3461875243465814,0.1190546060923226,-0.0546753907452145,1.0336269442103827,-0.3441003723764223,-0.6770246740252962,1.6722816964946856
0.9153704064395588,1.150622436603751,-0.4212148988597105,0.463472157375935,0.873561376010839,1.1085642083972138,-0.6371765857504236,-0.9543742892850674,-0.7570404045595923
-0.5820230167611539,2.0797671465952385,-0.8816563527834855,-0.2861425130648685,0.2746989458456431,0.0059158925055251,-0.5785613430756232,-1.1392740327915831,-0.7570404045595923
-0.0636945241147537,-0.7623225545551937,1.113589947552873,0.2203538858816204,2.580319301981647,0.6375299763658059,1.9418940919407903,-0.5845748022720374,-0.7570404045595923
-0.6972071262381319,0.1668221554362939,-0.677015706595141,-0.2051030892334302,-0.863139671468229,-0.4222970457048619,-0.2268698870268215,-1.0468241610383244,-0.7570404045595923
0.3970419137931582,-0.3797335563234047,0.1927070397053229,0.098794750134463,1.5323100491925543,0.7713465195565332,-0.1682546443520212,-0.8619244175318104,0.4576206459675466
-0.3516547978071979,-0.7623225545551937,-0.7793360296893133,0.1798341739659013,-0.5936515778938909,-0.4008863987943812,-0.9888680417992258,-0.9543742892850674,-0.7570404045595923
-0.0636945241147537,-0.7623225545551937,0.5508281705349257,-0.6103002083906213,-0.5337653348773713,-0.2724225173312591,0.4765130250707823,-0.5845748022720374,-0.7570404045595923
0.2818578043161807,0.6040667248440525,-0.5235352219538827,-0.0835439534862728,2.490489937456868,0.7874045047394086,-0.6957918284252239,-0.7694745457785532,-0.7570404045595923
-0.2364706883302199,-1.8007784068986208,0.3973476858936672,-0.6913396322220595,-0.9529690359930084,-1.139553717207244,0.8282044811195846,1.356872504546368,1.6722816964946856
-0.6972071262381319,1.0413112942518112,-1.393257968254347,0.7065904288702496,-0.982912157501268,-0.2349538852378435,-0.4613308577260231,-0.5845748022720374,-0.7570404045595923
-0.8699832904535987,0.330788868964203,-1.08629699897183,-0.5697804964749023,-0.863139671468229,-0.2724225173312591,-0.4027156150512227,0.3399239152605368,1.6722816964946856
-0.6972071262381319,-0.9809448392590732,0.0903867166111505,0.1595743180080417,0.1848695813208637,-0.2724225173312591,-0.0510241590024204,0.524823658767051,0.4576206459675466
-1.2731276736230213,-1.7461228357226513,0.6531484936290981,-0.4482213607277448,3.5384991902459606,-2.9487533811461035,-0.4027156150512227,1.356872504546368,0.4576206459675466
-0.6396150714996427,0.5767389392560676,-1.0351368374247438,-0.2253629451912898,1.172992591093437,0.4127181838053719,-0.6957918284252239,-0.6770246740252962,-0.7570404045595923
1.2033306801320036,0.6040667248440525,-0.1654140911242799,0.3419130216287776,0.1848695813208637,1.6545357046154527,0.0662063263471803,-0.4921249305187803,-0.7570404045595923
-0.5244309620226647,0.4401000113161428,-1.3420978067072604,-0.2861425130648685,-0.2642772413030331,0.4127181838053719,-0.0510241590024204,-0.5845748022720374,-0.7570404045595923
-0.2940627430687092,0.0575110130843541,-0.0630937680301076,-0.0025045296548348,0.0351539737795647,0.7445832109183878,0.4765130250707823,-1.1392740327915831,0.4576206459675466
-0.7547991809766207,0.2214777266122632,-1.393257968254347,2.06400077804684,-0.0546753907452145,0.0273265394160058,-0.3441003723764223,-0.9543742892850674,0.4576206459675466
4.198117526533428,0.8500167951359171,2.4949143093241983,0.24061374183948,-0.1145616337617341,3.4744406920095825,0.1248215690219806,0.7097234022735651,1.6722816964946856
0.6850021874856029,0.112166584260324,1.9833126938533368,6.055192401745172,-0.2942203628112929,0.7981098281946787,0.0662063263471803,-0.7694745457785532,-0.7570404045595923
-0.1788786335917312,0.2761332977882331,0.0392265550640646,-0.4482213607277448,2.0113999933247118,0.3163702727080007,-0.6957918284252239,-0.9543742892850674,0.4576206459675466
0.3970419137931582,0.0575110130843541,1.113589947552873,0.1190546060923226,1.891627507291672,0.7981098281946787,-0.2854851297016219,-1.1392740327915831,-0.7570404045595923
-0.4092468525456871,0.4947555824921127,0.243867201252409,-0.1240636654019919,0.2148127028291235,-0.0583160482260359,-0.8130223137748247,-0.9543742892850674,-0.7570404045595923
-1.100351509407554,-0.8716336969071334,-0.1142539295771937,-0.2861425130648685,0.0650970952878245,0.3698968899842916,-0.2268698870268215,-0.5845748022720374,0.4576206459675466
-0.2364706883302199,-0.5437002698513144,-0.3188945757655383,0.3621728775866372,-0.2942203628112929,-0.0583160482260359,1.472972150542388,-0.8619244175318104,-0.7570404045595923
0.224265749577691,0.8773445807239014,-1.393257968254347,-0.0835439534862728,-0.4139928488443321,1.3333760009576476,-1.223329012498427,-0.9543742892850674,-0.7570404045595923
-0.4092468525456871,1.0139835086638262,-1.393257968254347,-0.4077016488120256,-0.3541066058278125,-0.7381040876350022,-0.0510241590024204,0.894623145780081,0.4576206459675466
-1.8490482210079109,-0.5983558410272842,-1.393257968254347,-0.893938191800655,1.2328788341099566,-2.7507048972238155,0.4178977823959819,2.9285203243517435,1.6722816964946856
1.9520273917323596,-1.363533837490862,1.0112696244587007,-0.6913396322220595,-0.4439359703525919,0.0808531566922967,0.0662063263471803,0.1550241717540209,1.6722816964946856
-0.6972071262381319,1.2052780077797207,-1.3420978067072604,-0.5900403524327618,-0.863139671468229,-2.295728650375283,-1.5164052258724283,2.188921350325685,0.4576206459675466
-0.8699832904535987,-0.6530114122032542,0.1927070397053229,-0.0835439534862728,-0.0546753907452145,0.8195204751052189,-0.1096394016772208,-0.3072251870122661,0.4576206459675466
-0.1212865788532424,1.095966865427781,-1.393257968254347,-0.1443235213598515,-0.6834809424186703,0.6803512701868267,-1.1647137698236267,-0.7694745457785532,-1.9717014550867316
-0.6972071262381319,-0.3797335563234047,-0.677015706595141,-0.2456228011491493,-0.2942203628112929,-0.251011870420719,-0.9888680417992258,0.247474043507278,-0.7570404045595923
0.3394498590546695,-0.2704224139714652,-0.1654140911242799,0.1190546060923226,1.7718550212586328,0.7981098281946787,-0.7544070711000244,-1.1392740327915831,-0.7570404045595923
0.9153704064395588,-1.5275005510187716,0.9601094629116148,-0.5292607845591831,-0.1445047552699939,-0.4330023691601319,1.0040502091439851,0.1550241717540209,0.4576206459675466
-0.1788786335917312,-0.2704224139714652,0.3461875243465814,-0.3064023690227281,-0.6535378209104105,-1.6641145665149426,0.0075910836723799,1.8191218633126551,0.4576206459675466
-0.4092468525456871,-0.5437002698513144,0.6531484936290981,-0.1240636654019919,-1.0727415220260477,-0.7113407789968568,-0.6957918284252239,1.6342221198061393,0.4576206459675466
-0.1212865788532424,0.0028554419083842,-0.2677344142184521,-0.2051030892334302,1.2628219556182163,0.0380318628712759,-1.1647137698236267,-0.7694745457785532,0.4576206459675466
0.7425942422240916,0.8226890095479321,-0.1654140911242799,-0.0227643856126943,-0.563708456385631,1.119269531852484,-0.3441003723764223,-0.214775315259009,-0.7570404045595923
1.088146570655025,0.7680334383719623,0.6019883320820119,-0.6913396322220595,-0.8930827929764888,0.476950124536933,-1.1060985271488266,-0.3996750587655232,-0.7570404045595923
-0.5820230167611539,-0.8989614824951184,1.113589947552873,-0.0025045296548348,1.7718550212586328,-0.0583160482260359,0.7109739957699838,0.524823658767051,-0.7570404045595923
0.224265749577691,-0.0518001292675856,-0.9328165143305716,0.0582750382187439,0.0650970952878245,0.476950124536933,1.179895937168386,0.1550241717540209,1.6722816964946856
-0.5244309620226647,0.8226890095479321,-0.5746953835009688,-0.2051030892334302,-0.2343341197947733,0.5304767418132239,0.2420520543715808,-0.4921249305187803,0.4576206459675466
0.7425942422240916,1.9158004330673288,0.0392265550640646,-0.0430242415705539,2.999523003097284,0.6375299763658059,-0.7544070711000244,-0.9543742892850674,-0.7570404045595923
